Id,COMM_CODE,Community_Name,Funded_services,HACC_services,Health_or_Human_services,Dental_sites,Primary_schools,Distance_Service,Number_of_households,Rank_funded,Rank_HACC,Rank_HH_services,Rank_dental,Rank_school,Rank_distance,Rank_household,DHS_Region,Area,Local_Government_Area,Population_density,Nearest_Health_Service,Residential,Business,Industrial,Rural,Other,Persons_per_household,People_In_non_private_dwellings,Public_rental_dwellings,Unemployed_persons,Persons_above_75_living_alone,Main_cultural_group_1_name,Main_cultural_group_1_percentage,Main_cultural_group_2_name,Main_cultural_group_2_percentage,Main_cultural_group_3_name,Main_cultural_group3_percentage
302,T305,Smiths Beach,0,0,0,0,0,36,78,151,151,84,84,50,357,50,Gippsland,2.9,Bass Coast (S),87.4,Bass Coast Regional Health,17.20%,0.00%,0.00%,73.70%,9.10%,2.9,0.00%,0.00%,4.00%,1.30%,ANGLO SAXON AND CELTIC,80.10%,GERMAN,6.80%,assets/towns/Smiths Beach.jpg,"Smiths Beach is a small town on Phillip Island in Victoria, Australia. It is located on Back Beach Road, on the shores of Smiths Beach. It is home to a short-tailed shearwater  colony."
303,T306,Smythesdale,0,0,5,0,1,20,104,152,152,203,202,228,226,94,Grampians,1.4,Golden Plains (S),179.1,Ballarat Hospital,52.50%,5.40%,0.00%,28.00%,14.00%,2.8,0.00%,0.00%,7.80%,1.70%,ANGLO SAXON AND CELTIC,84.90%,GERMAN,9.40%,assets/towns/Smythesdale.jpg,"Smythesdale is a town in Victoria, Australia. The town is located on the Glenelg Highway. Most of the town is located in the Golden Plains Shire local government area; however, a small section lies in the Shire of Pyrenees. Smythesdale is 19 kilometres  west of Ballaratand 135 kilometres  west of the state capital, Melbourne."
304,T307,Snake Valley,0,0,0,0,0,24,112,153,153,85,85,51,274,116,Grampians,5.1,Pyrenees (S),69,Beaufort & Skipton Health Service (Skipton),25.00%,0.00%,0.00%,74.70%,0.40%,3,0.00%,0.00%,12.00%,2.60%,ANGLO SAXON AND CELTIC,91.70%,GERMAN,8.30%,assets/towns/Snake Valley.jpg,"Snake Valley is a town in central Western Victoria, Australia, on Linton-Carngham Road, 27 kilometres  west of Ballarat and 153 kilometres west of Melbourne, in the Shire of Pyrenees. At the 2006 census, Snake Valley had a population of 329."
305,T308,Springhurst,0,0,0,0,1,24,65,154,154,86,86,148,280,30,Hume,1.8,Wangaratta (RC),121.9,Northeast Health Wangaratta,51.50%,0.00%,0.00%,11.80%,36.70%,2.9,1.60%,0.00%,9.30%,4.80%,ANGLO SAXON AND CELTIC,80.60%,NORDIC,9.70%,assets/towns/Springhurst.jpg,"Springhurst is a town in north-eastern Victoria, Australia. The town is in the Rural City of Wangaratta local government area, 280 kilometres north east of the state capital. At the 2016 census, Springhurst and the surrounding area had a population of 348"
306,T309,St Andrews,0,0,0,0,1,29,120,155,155,87,87,149,321,124,North & West Metropolitan,2.8,Nillumbik (S),145.2,The Northern Hospital,6.90%,0.00%,0.00%,77.80%,15.30%,3.4,0.00%,0.00%,5.90%,0.70%,ANGLO SAXON AND CELTIC,80.20%,GERMAN,5.90%,assets/towns/St Andrews.jpg,"St Andrews is a town in Victoria, Australia, 36 km north-east of Melbourne's Central Business District. Its local government area is the Shire of Nillumbik. At the 2016 Census, St Andrews had a population of 1,226."
307,T310,St Arnaud,12,0,34,1,2,1,948,324,299,346,346,347,72,319,Grampians,8.8,Northern Grampians (S),265.9,East Wimmera Health Service (St Arnaud),34.80%,1.60%,7.00%,24.60%,32.00%,2.4,3.10%,5.00%,4.80%,4.60%,ANGLO SAXON AND CELTIC,89.70%,GERMAN,3.60%,assets/towns/St Arnaud.jpg,"St Arnaud  is a town in the Wimmera region of Victoria, Australia, 244 kilometres north west of the capital Melbourne. It is in the Shire of Northern Grampians local government area. At the 2011 census, St Arnaud had a population of 2,619."
308,T311,St Leonards,0,0,5,0,1,31,716,156,156,204,203,229,336,300,Barwon-South Western ,8.8,Greater Geelong (C),224.2,The Geelong Hospital,30.10%,0.20%,0.00%,26.20%,43.50%,2.4,0.00%,0.00%,6.90%,4.00%,ANGLO SAXON AND CELTIC,73.60%,ITALIAN,9.20%,assets/towns/St Leonards.jpg,"St Leonards is a coastal township near Geelong, Victoria, Australia, at the eastern end of the Bellarine Peninsula and the northern end of Swan Bay. Situated 33 kilometres east of Geelong, St Leonards was a filming location for the Australian television series SeaChange."
309,T312,Stanhope,2,0,18,0,1,16,207,272,264,284,275,276,186,185,Loddon Mallee,2.5,Campaspe (S),221.3,Goulburn Valley Health (Waranga),54.50%,0.00%,0.00%,32.60%,12.90%,2.6,0.00%,2.90%,3.30%,2.80%,ANGLO SAXON AND CELTIC,90.90%,GERMAN,3.20%,assets/towns/Stanhope.jpg,"Stanhope is a small town in north central Victoria, Australia. Stanhope is 42 kilometres from Shepparton. It lies 197 kilometres north of the state capital Melbourne and 567 kilometres (352 mi) south west of Canberra the capital city of Australia."
310,T313,Stawell,78,29,52,1,4,1,2347,381,382,371,356,367,63,357,Grampians,18.9,Northern Grampians (S),316.6,Stawell Regional Health,34.90%,2.90%,11.20%,23.80%,27.10%,2.6,1.90%,5.20%,5.40%,4.20%,ANGLO SAXON AND CELTIC,89.10%,GERMAN,4.20%,assets/towns/Stawell.jpg,"Stawell is an Australian town in the Wimmera region of Victoria 237 kilometres west-north-west of the state capital, Melbourne. Located within the Shire of Northern Grampians local government area, it is a seat of local government for the shire and its main administrative centre. At the 2016 census, Stawell had a population of 6,032."
311,T314,Stratford,0,0,6,0,2,12,512,157,157,220,219,310,140,275,Gippsland,3.6,Wellington (S),468.6,Central Gippsland Health Service (Maffra),60.40%,2.90%,2.20%,14.60%,19.80%,2.9,0.00%,2.00%,6.70%,2.90%,ANGLO SAXON AND CELTIC,87.30%,GERMAN,3.10%,assets/towns/Stratford.jpg,"Stratford is a town on the Avon River in Victoria, Australia, 232 kilometres east of Melbourne on the Princes Highway in Shire of Wellington. At the 2006 census, Stratford had a population of 1950. "
312,T315,Strathmerton,1,0,0,0,1,16,190,239,237,111,111,162,187,172,Hume,2.2,Moira (S),232.2,Cobram District Hospital,31.00%,0.00%,18.00%,31.10%,19.90%,2.5,1.40%,0.00%,3.50%,2.30%,ANGLO SAXON AND CELTIC,84.90%,GERMAN,7.20%,assets/towns/Strathmerton.jpg,"It is located in the Shire of Moira local government area on the Murray Valley Highway and Goulburn Valley Highway, about 11 kilometres  west of Cobram. At the 2016 census, Strathmerton had a population of 1042."
313,T316,Sunbury,23,10,45,6,8,1,9846,348,344,363,385,388,38,385,North & West Metropolitan,26.7,Hume (C),1252.7,Sunbury Day Hospital,54.10%,1.30%,1.90%,5.70%,37.00%,3.1,0.80%,1.50%,4.70%,1.20%,ANGLO SAXON AND CELTIC,76.70%,ITALIAN,6.30%,assets/towns/Sunbury.jpg,"Sunbury is a town located 42.4 kilometres north-west of Melbourne's central business district, in the state of Victoria, Australia. Its local government area is the City of Hume. At the 2016 census, Sunbury had a population of 36,084."
314,T317,Sunset Strip,0,0,0,0,0,35,98,158,158,88,88,52,355,89,Gippsland,1.1,Bass Coast (S),282.5,Bass Coast Regional Health,40.70%,0.00%,0.00%,48.50%,10.80%,2.8,0.00%,0.00%,4.90%,3.30%,ANGLO SAXON AND CELTIC,77.00%,GERMAN,4.80%,assets/towns/Sunset Strip.jpg,"Sunset Strip is a small town on Phillip Island in Victoria, Australia."
315,T318,Surf Beach-Sunderland Bay,0,0,0,0,0,31,228,159,159,89,89,53,335,202,Gippsland,3.6,Bass Coast (S),190.5,Bass Coast Regional Health,31.60%,0.00%,0.00%,50.10%,18.30%,2.6,0.00%,0.00%,5.40%,1.70%,ANGLO SAXON AND CELTIC,76.80%,ITALIAN,6.30%,assets/towns/Surf Beach-Sunderland Bay.jpg,"Sunderland Bay is a small town on Phillip Island in Victoria, Australia."
316,T319,Swan Hill,48,22,57,2,4,1,3708,366,372,375,366,368,54,369,Loddon Mallee,22.2,Swan Hill (RC),478.4,Swan Hill District Hospital (Swan Hill),34.40%,3.50%,7.60%,38.40%,16.10%,2.7,1.60%,7.20%,4.30%,3.30%,ANGLO SAXON AND CELTIC,83.30%,ITALIAN,6.20%,assets/towns/Swan Hill.jpg,"wan Hill is a city in the northwest of Victoria, Australia on the Murray Valley Highway and on the south bank of the Murray River, downstream from the junction of the Loddon River. At the 2016 census, Swan Hill had a population of 10,905"
317,T320,Talbot,0,0,2,0,1,15,124,160,160,159,158,193,172,129,Loddon Mallee,2.1,Central Goldfields (S),152,Maryborough District Health Service (Maryborough),27.80%,0.00%,0.00%,56.30%,15.80%,2.5,0.00%,0.00%,9.50%,2.90%,ANGLO SAXON AND CELTIC,88.00%,DUTCH,2.00%,assets/towns/Talbot.jpg,"Talbot is a town in Victoria, Australia. At the 2016 census, Talbot had a population of 442."
318,T321,Tallangatta,12,0,13,0,2,0,373,325,300,263,258,316,30,246,Hume,1.9,Towong (S),551.1,Tallangatta Health Service,40.60%,3.20%,3.00%,7.50%,45.70%,2.5,5.50%,3.30%,2.50%,4.20%,ANGLO SAXON AND CELTIC,86.00%,GERMAN,6.10%,assets/towns/Tallangatta.jpg,"Tallangatta  is a town in north-eastern Victoria, Australia. The town lies on the banks of the Mitta Arm of Lake Hume, approximately 38 kilometressouth-east of Albury-Wodonga along the Murray Valley Highway. At the 2016 census, Tallangatta had a population of 1,082."
319,T322,Tallarook,0,0,0,0,1,14,99,161,161,90,90,150,164,91,Hume,3.6,Mitchell (S),75.2,Seymour District Memorial Hospital,28.40%,0.00%,0.00%,41.10%,30.60%,2.7,0.00%,0.00%,10.60%,0.00%,ANGLO SAXON AND CELTIC,80.60%,GERMAN,7.10%,assets/towns/Tallarook.jpg,"Tallarook  is a town in central Victoria, Australia. The town is in the Shire of Mitchell local government area and on the Hume Highway, 88 kilometres (55 mi) north of the state capital, Melbourne. At the 2011 census, Tallarook had a population of 789."
320,T323,Tallygaroopna,1,0,0,0,1,15,87,240,238,112,112,163,171,71,Hume,0.3,Greater Shepparton (C),832.5,Goulburn Valley Health (Shepparton),71.30%,0.00%,0.00%,3.60%,25.10%,3.2,0.00%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,95.80%,GERMAN,2.40%,assets/towns/Tallygaroopna.jpg,"Tallygaroopna is a town in the Goulburn Valley region of Victoria, Australia. The town is on the Goulburn Valley Highway in the City of Greater Shepparton local government area, 207 kilometres (129 mi) north of the state capital, Melbourne. At the 2016 census, Tallygaroopna had a population of 579."
321,T324,Tangambalanga,0,0,2,0,0,18,158,162,162,160,159,77,207,152,Hume,5.1,Indigo (S),89.9,Tallangatta Health Service,21.70%,0.60%,7.10%,64.40%,6.10%,2.9,0.00%,4.50%,4.30%,2.00%,ANGLO SAXON AND CELTIC,86.40%,GERMAN,6.80%,assets/towns/Tangambalanga.jpg,"Tangambalanga, or Tangam for short, is a town in north-eastern Victoria, Australia. It is approximately 20 kilometres south-east of the regional centre of Wodonga, in the Kiewa Valley, and 5 kilometres from the Hume Weir."
322,T325,Taradale,0,0,0,0,1,18,80,163,163,91,91,151,212,54,Loddon Mallee,4.3,Mount Alexander (S),48.3,Kyneton District Health Service,29.30%,0.00%,0.00%,61.10%,9.50%,2.6,0.00%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,79.00%,GERMAN,4.20%,assets/towns/Taradale.jpg,"Taradale is a small town in Victoria, Australia. It is located beside the Calder Highway between Melbourne and Bendigo. Its local government area is the Shire of Mount Alexander. At the 2016 census, Taradale had a population of 448."
323,T326,Tarnagulla,0,0,1,0,1,15,72,164,164,136,136,178,173,42,Loddon Mallee,2.2,Loddon (S),74.3,Maryborough District Health Service (Dunolly),33.20%,0.00%,0.00%,57.50%,9.30%,2.2,0.00%,0.00%,19.10%,0.00%,ANGLO SAXON AND CELTIC,90.30%,ITALIAN,6.50%,assets/towns/Tarnagulla.jpg,"Tarnagulla is a gold mining town in central Victoria, Australia. The town is in the Shire of Loddon local government area, 183 kilometresnorth west of the state capital, Melbourne. At the 2011 census, Tarnagulla had a population of 304."
324,T327,Tarrington,0,0,0,0,1,9,65,165,165,92,92,152,114,28,Barwon-South Western ,8.4,Southern Grampians (S),33.1,Hamilton Base Hospital,7.60%,0.00%,0.00%,90.50%,2.00%,3,0.00%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,60.00%,GERMAN,40.00%,assets/towns/Tarrington.jpg,"Tarrington is a village in the Southern Grampians Shire in South-west Victoria, Australia close to Hamilton. It has a large Lutheran Church, along with a school, church, hall, oval, cafe/restaurant, computer repair service, quarry, day-care centre and a fire station. At the 2006 census, Tarrington had a population of 193."
325,T328,Tarwin Lower,0,0,6,0,1,32,53,166,166,221,220,242,338,15,Gippsland,0.8,South Gippsland (S),167.5,Gippsland Southern Health Service (Leongatha),61.10%,0.00%,0.00%,26.60%,12.20%,2.2,0.00%,0.00%,5.80%,0.00%,ANGLO SAXON AND CELTIC,85.20%,DUTCH,5.60%,assets/towns/Tarwin Lower.jpg,"Tarwin Lower is a small town located 175 kilometres south-east of Melbourne, Australia. It rests on the south bank of the Tarwin River and at the 2006 census, had a population of 115."
326,T329,Tatura,6,1,20,1,3,1,1301,300,320,298,325,358,31,338,Hume,9.6,Greater Shepparton (C),396.2,Goulburn Valley Health (Tatura),43.50%,1.90%,6.60%,23.40%,24.60%,2.8,1.20%,2.30%,4.90%,2.70%,ANGLO SAXON AND CELTIC,75.30%,ITALIAN,10.20%,assets/towns/Tatura.jpg,"Tatura is a town in the Goulburn Valley region of Victoria, Australia, and is situated within the City of Greater Shepparton local government area, 167 kilometres North of the state capital (Melbourne) and 18 kilometres West of the regional centre of Shepparton. At the 2011 census, Tatura had a population of 4,448."
327,T330,Tawonga,0,0,0,0,0,7,110,167,167,93,93,54,101,106,Hume,5.4,Alpine (S),65.5,Alpine Health (Mount Beauty),12.30%,0.00%,0.00%,79.10%,8.60%,2.7,0.00%,0.00%,0.00%,3.30%,ANGLO SAXON AND CELTIC,89.10%,BALTIC,3.10%,assets/towns/Tawonga.jpg,"Tawonga is a town in northeast Victoria, Australia. The town is on the Kiewa Valley Highway, in the Alpine Shire local government area, 350 kilometres northeast of the state capital, Melbourne. At the 2011 census, Tawonga had a population of 574."
328,T331,Teesdale,1,0,2,0,1,34,321,241,239,176,175,208,348,235,Grampians,7.9,Golden Plains (S),143.3,Hesse Rural Health Service (Winchelsea),90.80%,0.00%,0.00%,0.50%,8.70%,3.3,0.00%,0.00%,4.10%,0.00%,ANGLO SAXON AND CELTIC,86.60%,ITALIAN,3.60%,assets/towns/Teesdale.jpg,"Teesdale is a small town in the Golden Plains Shire, near the regional city of Geelong and 100 kilometres west of the state capital, Melbourne."
329,T332,Terang,15,0,30,1,1,1,773,334,303,338,341,298,64,305,Barwon-South Western ,4.8,Corangamite (S),398.8,Terang and Mortlake Health Service (Terang),41.40%,3.10%,2.30%,39.00%,14.20%,2.4,1.40%,3.10%,3.10%,6.30%,ANGLO SAXON AND CELTIC,91.60%,GERMAN,1.90%,assets/towns/Terang.jpg,"Terang is a town in the Western District of Victoria, Australia. The town is in the Shire of Corangamite and on the Princes Highway 212 kilometres south west of the state's capital, Melbourne. At the 2006 census, Terang had a population of 1,824. At the 2001 census, Terang had a population of 1,859."
330,T333,Thornton,0,0,0,0,1,11,62,168,168,94,94,153,131,23,Hume,1,Murrindindi (S),141.7,Alexandra District Hospital,30.10%,0.00%,0.00%,55.40%,14.50%,2.7,3.50%,0.00%,3.60%,2.90%,ANGLO SAXON AND CELTIC,88.70%,ITALIAN,6.20%,assets/towns/Thornton.jpg,"Thornton, a township in an agricultural district, is 93 km north-east of Melbourne and between Alexandra and Eildon. It is situated on good river-front land where the Goulburn River and the Goulburn Valley Highway intersect."
331,T334,Thorpdale,0,0,2,0,1,32,67,169,169,161,160,194,341,34,Gippsland,1.5,Baw Baw (S),133.2,Latrobe Regional Hospital,9.70%,0.00%,2.70%,80.30%,7.30%,2.7,0.00%,0.00%,5.30%,1.60%,ANGLO SAXON AND CELTIC,87.60%,DUTCH,5.50%,assets/towns/Thorpdale.jpg,"Thorpdale is a small country town in the Gippsland area of eastern Victoria, Australia, less than 20 km south of Trafalgar. Famous for its potatoes, it is located amongst the rich farmland of the Latrobe Valley. Thorpdale spuds are eaten around the country and also exported overseas."
332,T335,Timboon,9,0,25,0,0,0,326,313,293,317,297,105,18,238,Barwon-South Western ,4.6,Corangamite (S),200.7,Timboon and District Healthcare Service,40.90%,0.70%,1.20%,45.00%,12.20%,2.8,0.00%,2.10%,5.80%,4.40%,ANGLO SAXON AND CELTIC,87.50%,GERMAN,6.00%,assets/towns/Timboon.jpg,"Timboon is a town in the Western District of Victoria, Australia. The town is in the Shire of Corangamite local government area, approximately 213 kilometres south-west of the state capital, Melbourne. At the 2001 census, Timboon had a population of 787. "
333,T336,Tongala,1,0,11,0,2,15,458,242,240,248,246,314,169,266,Loddon Mallee,2.4,Campaspe (S),540.5,Kyabram and District Health Service,45.90%,0.00%,13.90%,17.60%,22.60%,2.7,5.20%,1.50%,7.80%,3.40%,ANGLO SAXON AND CELTIC,90.10%,GERMAN,2.10%,assets/towns/Tongala.jpg,"Tongala  is a town in the Goulburn Valley region of northern Victoria, Australia. The town is in the Shire of Campaspe local government area, between Kyabram and Echuca, 225 kilometres (140 mi) north of the state capital, Melbourne. At the 2016 census, Tongala had a population of 1,926."
334,T337,Toolamba,1,0,2,0,1,18,92,243,241,177,176,209,205,80,Hume,1.1,Greater Shepparton (C),270.5,Goulburn Valley Health (Shepparton),54.90%,0.00%,0.00%,37.10%,7.90%,3.3,0.00%,3.10%,3.80%,0.00%,ANGLO SAXON AND CELTIC,81.50%,ITALIAN,10.50%,assets/towns/Toolamba.jpg,"Toolamba  is a town in the Goulburn Valley region of Victoria, Australia. It is in the City of Greater Shepparton local government area, 181 kilometres  north of the state capital, Melbourne. At the 2006 census, Toolamba and the surrounding area had a population of 873."
335,T338,Toongabbie,0,0,3,0,1,26,142,170,170,190,189,219,295,142,Gippsland,1.5,Latrobe (C),341.9,Latrobe Regional Hospital,61.60%,0.00%,0.00%,27.40%,10.90%,3.4,0.00%,0.00%,7.50%,0.80%,ANGLO SAXON AND CELTIC,81.00%,FRANCO-BELGIAN,3.80%,assets/towns/Toongabbie.jpg,"Toongabbie is a small country town located in southeastern Victoria Australia, 177 kilometres  from Melbourne and just north of Traralgon. The railway station was closed in 1986 and the former railway line has now been incorporated into the Gippsland Plains Rail Trail. At the 2016 census, Toongabbie had a population of 500."
336,T339,Toora,0,0,6,0,1,13,193,171,171,222,221,243,150,175,Gippsland,2.4,South Gippsland (S),213.8,South Gippsland Hospital (Foster),27.80%,0.00%,6.00%,58.00%,8.20%,2.4,6.00%,8.40%,2.50%,4.20%,ANGLO SAXON AND CELTIC,82.50%,GERMAN,4.40%,assets/towns/Toora.jpg,"Toora is a small farming town in Victoria, Australia whose main industry is dairy farming. It is located at the top of Corner Inlet opposite Wilsons Promontory National Park. In the 2016 census the population was 681."
337,T340,Tooradin,0,0,5,0,1,11,279,172,172,205,204,230,126,216,Southern Metropolitan,4.1,Casey (C),212.1,Kooweerup Regional Health Service,17.20%,1.10%,1.40%,65.70%,14.70%,2.7,0.00%,0.00%,3.60%,2.50%,ANGLO SAXON AND CELTIC,85.20%,GERMAN,3.70%,assets/towns/Tooradin.jpg,"Tooradin is a town in Victoria, Australia, 57 km south east from the central business district of Melbourne. Its local government area is the City of Casey. At the 2016 census, Tooradin had a population of 1,568."
338,T341,Torquay,21,13,29,1,1,22,3466,343,348,332,338,297,256,366,Barwon-South Western ,14.9,Surf Coast (S),843.2,The Geelong Hospital,68.50%,0.90%,0.60%,0.20%,29.90%,3,0.70%,0.00%,3.90%,1.50%,ANGLO SAXON AND CELTIC,84.00%,GERMAN,3.80%,assets/towns/Torquay.jpg,"Torquay is a seaside resort in Victoria, Australia, which faces Bass Strait, 21 km south of Geelong and is the gateway to the Great Ocean Road. It is bordered on the west by Spring Creek and its coastal features include Point Danger and Zeally Bay. At the 2016 Census, Torquay had a population of 13,258."
339,T342,Trafalgar,11,6,15,1,2,21,913,321,336,271,318,334,249,317,Gippsland,4.6,Baw Baw (S),627.3,West Gippsland Healthcare Group (Warragul),45.30%,2.40%,7.80%,35.10%,9.30%,2.6,1.90%,1.30%,7.20%,3.90%,ANGLO SAXON AND CELTIC,80.80%,ITALIAN,5.70%,assets/towns/Trafalgar.jpg,"Trafalgar is a town in the West Gippsland region of Victoria, Australia. The town lies on the Princes Highway and main Gippsland railway line about 10 kilometres west of Moe. The town backs onto the foothills of the Strzelecki Ranges to the south. The township sits at approximately 70 metres above sea level. At the 2006 census, Trafalgar had a population of 2685."
340,T343,Traralgon,13,5,52,4,6,7,8155,330,335,370,380,382,103,384,Gippsland,23.8,Latrobe (C),1048.6,Latrobe Regional Hospital,57.90%,3.70%,5.80%,17.50%,15.00%,2.8,1.20%,4.70%,6.40%,2.10%,ANGLO SAXON AND CELTIC,78.50%,ITALIAN,4.20%,assets/towns/Traralgon.jpg,"Traralgon is a city located in the east of the Latrobe Valley in the Gippsland region of Victoria, Australia. The urban population of Traralgon at the 2016 census was 25,485. It is the largest and fastest growing city in the greater Latrobe Valley area, which has a population of 74,170 at June 2016 and is administered by the City of Latrobe."
341,T344,Traralgon South,0,0,1,0,1,19,82,173,173,137,137,179,222,59,Gippsland,1.7,Latrobe (C),216,Latrobe Regional Hospital,40.70%,0.00%,0.00%,55.30%,3.90%,3.8,0.00%,0.00%,0.00%,0.00%,ANGLO SAXON AND CELTIC,74.40%,ITALIAN,9.30%,assets/towns/Traralgon South.jpg,"Traralgon is a city located in the east of the Latrobe Valley in the Gippsland region of Victoria, Australia. The urban population of Traralgon at the 2016 census was 25,485"
342,T345,Trentham,1,0,5,0,1,23,257,244,242,207,206,232,269,207,Grampians,2.8,Hepburn (S),261.3,Kyneton District Health Service,82.30%,2.50%,0.50%,0.60%,14.00%,2.4,4.80%,0.00%,6.20%,2.60%,ANGLO SAXON AND CELTIC,87.20%,GERMAN,4.00%,assets/towns/Trentham.jpg,"Trentham is a small town in the Shire of Hepburn and Shire of Moorabool local government area, Victoria, Australia. At the 2016 census, Trentham had a population of 1,180. Located at an altitude of 700 metres (2,297 ft), the town is 87 kilometres (54 mi) north-west of Melbourne."
343,T346,Tungamah,2,1,1,0,1,27,139,273,314,146,146,186,299,137,Hume,1.9,Moira (S),162.2,Yarrawonga District Health Service,32.50%,0.00%,0.00%,53.20%,14.30%,2.6,0.00%,5.00%,5.60%,3.30%,ANGLO SAXON AND CELTIC,80.00%,CENTRAL EUROPEAN,3.10%,assets/towns/Tungamah.jpg,"Tungamah is a town in the Goulburn Valley region of northern Victoria, Australia. The town is located in the Shire of Moira local government area, 259 kilometres (161 mi) from the state capital, Melbourne. Tungamah is situated on the banks of Boosey Creek and at the 2006 census, Tungamah had a population of 355.."
344,T347,Tyers,0,0,1,0,1,17,82,174,174,138,138,180,198,58,Gippsland,2.2,Latrobe (C),116.1,Latrobe Regional Hospital,18.00%,0.00%,0.00%,79.80%,2.20%,3.1,0.00%,0.00%,2.50%,0.00%,ANGLO SAXON AND CELTIC,85.70%,GERMAN,4.00%,assets/towns/Tyers.jpg,"Tyers is a small town in Victoria, Australia. It is 158 kilometres (98 mi) east of Melbourne, 10 kilometres (6 mi) north-west of Traralgon and located in the City of Latrobe. It was known until 1852 as ""Boola Boola"", after which it was named after the surveyor and explorer Charles Tyers. At the 2016 census, Tyers had a population of 824."
345,T348,Tylden,0,0,0,0,1,13,122,175,175,95,95,154,153,127,Loddon Mallee,4.7,Macedon Ranges (S),79.4,Kyneton District Health Service,8.00%,0.20%,1.90%,83.90%,5.90%,3,0.00%,0.00%,11.80%,1.70%,ANGLO SAXON AND CELTIC,85.10%,DUTCH,3.10%,assets/towns/Tylden.jpg,"Tylden is a small country town in central Victoria, Australia in the Shire of Macedon Ranges local government area, 83 kilometres (52 mi) north-west of the state capital, Melbourne. At the 2016 census, Tylden has a population of 535."
346,T349,Tynong,0,0,0,0,0,21,91,176,176,96,96,55,242,79,Southern Metropolitan,3,Cardinia (S),124.2,Kooweerup Regional Health Service,13.50%,0.00%,0.00%,75.90%,10.60%,3.7,0.00%,0.00%,6.70%,0.00%,ANGLO SAXON AND CELTIC,81.40%,GERMAN,4.50%,assets/towns/Tynong.jpg,"Tynong is a town in Gippsland, Victoria, Australia, 66 km south-east of Melbourne's Central Business District, located within the Shire of Cardinia local government area. Tynong recorded a population of 456 at the 2016 Census."
347,T350,Ultima,0,0,0,0,1,32,61,177,177,97,97,155,340,22,Loddon Mallee,1.4,Swan Hill (RC),133.9,Swan Hill District Hospital (Swan Hill),37.60%,0.00%,0.00%,48.90%,13.50%,2.7,0.00%,5.10%,10.00%,0.00%,ANGLO SAXON AND CELTIC,92.70%,GERMAN,7.30%,assets/towns/Ultima.jpg,"Ultima is a town in northern Victoria, Australia. The town is in the Rural City of Swan Hill local government area, 353 kilometres (219 mi) north west of the state capital, Melbourne and 35 kilometres (22 mi) south of Swan Hill. At the 2016 census, Ultima had a population of 174, down from 333 in 2011."
348,T351,Underbool,0,0,4,0,1,49,89,178,178,193,192,221,383,74,Loddon Mallee,0.7,Mildura (RC),299.9,Mallee Track Health and Community Service,58.10%,0.00%,0.00%,16.30%,25.60%,2.5,0.00%,3.30%,6.30%,5.40%,ANGLO SAXON AND CELTIC,89.10%,GERMAN,3.50%,assets/towns/Underbool.jpg,"Underbool is a town in the Mallee region of north-west Victoria, Australia. The town is in the Rural City of Mildura local government area and on the Mallee Highway—between Ouyen and the South Australian border – 476 kilometres (296 mi) north west of the state capital, Melbourne. At the 2006 census, Underbool had a population of 217. The town services the grain farmers and graziers in the area. For tourists it provides access to the Pink Lakes in Murray-Sunset National Park."
349,T352,Venus Bay,0,0,0,0,0,40,235,179,179,98,98,56,367,203,Gippsland,16,South Gippsland (S),37.3,Gippsland Southern Health Service (Leongatha),16.50%,0.10%,0.00%,37.60%,45.90%,2.3,0.00%,0.00%,14.60%,2.60%,ANGLO SAXON AND CELTIC,85.70%,GERMAN,4.80%,assets/towns/Venus Bay.jpg,"Venus Bay is a wide bay and a township on that bay on the east coast of Victoria, Australia. At the 2016 census Venus Bay had a population of 944. The town of Venus Bay is situated on a narrow peninsula of land located 180 km south-east of Melbourne. Originally named Evergreen the town takes its name from the body of water on its western shore. On the eastern side of the peninsula is Anderson's Inlet, named after the settler Samuel Anderson."
350,T353,Violet Town,5,4,17,0,1,29,265,297,331,279,272,275,324,211,Hume,4.1,Strathbogie (S),171.6,Benalla and District Memorial Hospital,50.90%,0.00%,0.00%,33.60%,15.60%,2.4,8.10%,0.00%,5.90%,4.10%,ANGLO SAXON AND CELTIC,88.70%,GERMAN,3.40%,assets/towns/Violet Town.jpg,"Violet Town is a town in northeastern Victoria, Australia. The town is in the Shire of Strathbogie local government area, 174 kilometres (108 mi) northeast of the state capital, Melbourne on the Hume Highway. At the 2016 census, Violet Town and district (Honeysuckle Ward) had a population of 1,540."
351,T354,Wahgunyah,0,0,0,0,1,42,308,180,180,99,99,156,374,230,Hume,2.3,Indigo (S),405.4,Northeast Health Wangaratta,47.50%,1.90%,11.00%,32.60%,7.00%,2.7,0.40%,1.90%,4.10%,2.90%,ANGLO SAXON AND CELTIC,88.70%,GERMAN,3.50%,assets/towns/Wahgunyah.jpg,"Wahgunyah is a town in northeastern Victoria, Australia. The town is on the southern bank of the Murray River, opposite Corowa, New South Wales, in the Shire of Indigo. Wahgunyah is 298 kilometres (185 mi) north east of the state capital, Melbourne and 51 kilometres (32 mi) west of Albury/Wodonga. At the 2011 census, Wahgunyah had a population of 891."
